陞	升
諡	谥
艦	舰
蝨	虱
寫	写
飭	饬
鷯	鹩
勱	劢
鍰	锾
遲	迟
軹	轵
決	决
慼	戚
騁	骋
囪	囱
嶄	崭
瘉	愈
蠍	蝎
贏	赢
專	专
薔	蔷
錛	锛
瀝	沥
醜	丑
嶠	峤
漣	涟
嗇	啬
頭	头
馬	马
鴯	鸸
鎰	镒
鐵	铁
誶	谇
貺	贶
婁	娄
鯀	鲧
鱅	鳙
緄	绲
煇	辉
癉	瘅
瓊	琼
倣	仿
滎	荥
饗	飨
髖	髋
鍛	锻
灝	灏
凜	凛
啟	启
雞	鸡
詡	诩
孫	孙
鵯	鹎
鏰	镚
瑒	玚
諶	谌
賺	赚
聽	听
懼	惧
嶁	嵝
簀	箦
緗	缃
嚇	吓
薑	姜
戔	戋
麗	丽
領	领
鬚	须
嘜	唛
漢	汉
蔦	茑
膩	腻
媯	妫
閱	阅
傳	传
鎵	镓
鈴	铃
洶	汹
撻	挞
愾	忾
驄	骢
燉	炖
鍊	炼
蹌	跄
諏	诹
駙	驸
願	愿
魚	鱼
陜	陕
鋟	锓
跡	迹
轢	轹
鈐	钤
幬	帱
奮	奋
鑰	钥
鏵	铧
剴	剀
擻	擞
慾	欲
頃	顷
儉	俭
鎊	镑
赬	赪
撐	撑
礙	碍
醞	酝
負	负
蠣	蛎
誤	误
薦	荐
脩	修
簫	箫
禮	礼
環	环
殺	杀
鴛	鸳
膾	脍
硃	朱
竄	窜
癇	痫
闆	板
煉	炼
轍	辙
滌	涤
幗	帼
緖	绪
壘	垒
盜	盗
賠	赔
諤	谔
虧	亏
廬	庐
鍵	键
淶	涞
摻	掺
懾	慑
紀	纪
瞇	眯
澀	涩
儈	侩
躍	跃
項	项
財	财
渢	沨
誥	诰
愨	悫
鳧	凫
鄲	郸
侷	局
褸	褛
樺	桦
絀	绌
竅	窍
矇	蒙
僉	佥
對	对
軍	军
鱖	鳜
壙	圹
驚	惊
靜	静
鏟	铲
遞	递
賡	赓
櫥	橱
蹧	糟
葦	苇
緦	缌
齬	龉
異	异
癲	癫
勵	励
瀕	濒
聾	聋
鰁	鳈
餃	饺
稅	税
紗	纱
圇	囵
驀	蓦
倉	仓
贋	赝
劊	刽
欏	椤
錟	锬
訥	讷
殤	殇
朧	胧
縭	缡
徬	彷
墮	堕
嚲	亸
厴	厣
貶	贬
饃	馍
廂	厢
驅	驱
範	范
偉	伟
燈	灯
譏	讥
摑	掴
顙	颡
駘	骀
陝	陕
韜	韬
臨	临
繭	茧
翬	翚
魯	鲁
鑱	镵
煒	炜
創	创
觸	触
櫺	棂
紂	纣
謖	谡
鈈	钚
躋	跻
氌	氇
謎	谜
鷙	鸷
際	际
餚	肴
檣	樯
庫	库
維	维
颯	飒
鬮	阄
嘰	叽
銳	锐
買	买
樸	朴
疋	匹
挾	挟
幀	帧
鵂	鸺
鉈	铊
軋	轧
裏	里
譎	谲
蕒	荬
雛	雏
郟	郏
鱤	鳡
颺	扬
蝦	虾
慪	怄
籬	篱
磯	矶
閼	阏
陰	阴
勳	勋
釵	钗
側	侧
蛻	蜕
櫫	橥
騃	呆
餅	饼
學	学
冊	册
贍	赡
讎	雠
嬙	嫱
瀟	潇
訣	诀
搧	扇
縫	缝
堯	尧
宮	宫
皰	疱
喲	哟
傴	伛
侶	侣
謹	谨
檸	柠
覺	觉
蒼	苍
驃	骠
鷂	鹞
饅	馒
飄	飘
韆	千
終	终
鱗	鳞
畝	亩
鏞	镛
轡	辔
詣	诣
幫	帮
顯	显
痲	麻
烴	烃
櫸	榉
擼	撸
鮃	鲆
餄	饸
疇	畴
嘆	叹
劉	刘
錈	锩
貍	狸
規	规
討	讨
嶗	崂
鈞	钧
躡	蹑
磚	砖
細	细
妳	你
騮	骝
隱	隐
鎳	镍
鐲	镯
債	债
鄴	邺
誹	诽
螻	蝼
膿	脓
廁	厕
鱂	鳉
闇	暗
癆	痨
遊	游
詎	讵
葒	荭
鷗	鸥
繖	伞
魘	魇
塚	冢
綻	绽
營	营
鉞	钺
鈺	钰
襤	褴
捨	舍
鵬	鹏
鑲	镶
郵	邮
歸	归
蟻	蚁
蓽	荜
堅	坚
鈉	钠
邊	边
釃	酾
崗	岗
纖	纤
騙	骗
鐝	镢
償	偿
両	两
澠	渑
貢	贡
戩	戬
鰭	鳍
綬	绶
窮	穷
錳	锰
樹	树
於	于,於
孃	娘
鉉	铉
鏈	链
襏	袯
壚	垆
關	关
勞	劳
俠	侠
賢	贤
槤	梿
嵐	岚
彫	雕
鱭	鲚
緬	缅
髮	发
癱	瘫
繒	缯
偵	侦
燴	烩
隨	随
